LIMES;Enavi;UnitLIMES;UnitEnavi;ConvFactor
Short-run profits [w adeq rev/fix costs]|Electricity|Gas CC|w/ CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Gas CC|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Gas CC;Short-run profits [w adeq rev/fix costs]|Electricity|Gas CC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Gas OC;Short-run profits [w adeq rev/fix costs]|Electricity|Gas OC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Other;Short-run profits [w adeq rev/fix costs]|Electricity|Other;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen;Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen FC;Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen FC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen OC;Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen OC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen CC;Short-run profits [w adeq rev/fix costs]|Electricity|Hydrogen CC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Nuclear;Short-run profits [w adeq rev/fix costs]|Electricity|Nuclear;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Waste;Short-run profits [w adeq rev/fix costs]|Electricity|Waste;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Other Fossil;Short-run profits [w adeq rev/fix costs]|Electricity|Other Fossil;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Fossil;Short-run profits [w adeq rev/fix costs]|Electricity|Fossil;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Fossil|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Fossil|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Fossil|w/ CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Fossil|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Variable renewable;Short-run profits [w adeq rev/fix costs]|Electricity|Variable renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Non-variable renewable;Short-run profits [w adeq rev/fix costs]|Electricity|Non-variable renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Renewable;Short-run profits [w adeq rev/fix costs]|Electricity|Renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Non-renewable;Short-run profits [w adeq rev/fix costs]|Electricity|Non-renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Wind;Short-run profits [w adeq rev/fix costs]|Electricity|Wind;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Wind|Onshore;Short-run profits [w adeq rev/fix costs]|Electricity|Wind|Onshore;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Wind|Offshore;Short-run profits [w adeq rev/fix costs]|Electricity|Wind|Offshore;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Solar;Short-run profits [w adeq rev/fix costs]|Electricity|Solar;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Solar|PV;Short-run profits [w adeq rev/fix costs]|Electricity|Solar|PV;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Solar|CSP;Short-run profits [w adeq rev/fix costs]|Electricity|Solar|CSP;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hydro;Short-run profits [w adeq rev/fix costs]|Electricity|Hydro;billion eur2010/yr;billion Eur2015/yr;1
Primary Energy|Hydrogen [electrolysis]|Electricity;Primary Energy|Hydrogen [electrolysis]|Electricity;TWh/yr;TWh/yr;1
Primary Energy|Hydrogen [external]|Electricity;Primary Energy|Hydrogen [external]|Electricity;TWh/yr;TWh/yr;1
Primary Energy|Hydrogen|Electricity;Primary Energy|Hydrogen|Electricity;TWh/yr;TWh/yr;1
Price|Primary Energy|Hydrogen [external];Price|Primary Energy|Hydrogen [external];Eur2010/GJ;Eur2015/GJ;1
Price|Primary Energy|Hydrogen [electrolysis];Price|Primary Energy|Hydrogen [electrolysis];Eur2010/MWh;Eur2015/GJ;0.277777778
Price|Primary Energy|Hydrogen;Price|Primary Energy|Hydrogen;Eur2010/MWh;Eur2015/GJ;0.277777778
Primary Energy|Electricity|Hydrogen;Primary Energy|Electricity|Hydrogen;TWh/yr;TWh/yr;1
Primary Energy|Hydrogen [electrolysis]|Electricity|winter;Primary Energy|Hydrogen [electrolysis]|Electricity|winter;TWh/yr;TWh/yr;1
Primary Energy|Electricity|Hydrogen|winter;Primary Energy|Electricity|Hydrogen|winter;TWh/yr;TWh/yr;1
Primary Energy|Hydrogen [electrolysis]|Electricity|spring;Primary Energy|Hydrogen [electrolysis]|Electricity|spring;TWh/yr;TWh/yr;1
Primary Energy|Electricity|Hydrogen|spring;Primary Energy|Electricity|Hydrogen|spring;TWh/yr;TWh/yr;1
Primary Energy|Hydrogen [electrolysis]|Electricity|summer;Primary Energy|Hydrogen [electrolysis]|Electricity|summer;TWh/yr;TWh/yr;1
Primary Energy|Electricity|Hydrogen|summer;Primary Energy|Electricity|Hydrogen|summer;TWh/yr;TWh/yr;1
Primary Energy|Hydrogen [electrolysis]|Electricity|autumn;Primary Energy|Hydrogen [electrolysis]|Electricity|autumn;TWh/yr;TWh/yr;1
Primary Energy|Electricity|Hydrogen|autumn;Primary Energy|Electricity|Hydrogen|autumn;TWh/yr;TWh/yr;1
Secondary Energy|Hydrogen|Electricity;Secondary Energy|Hydrogen|Electricity;TWh/yr;TWh/yr;1
Emissions|CO2|Cancellation from MSR [exogenous];Emissions|CO2|Cancellation from MSR [exogenous];Mt CO2/yr;Mt CO2/yr;1
Useful Energy|Heat|Storage;Useful Energy|Heat|Storage;TWh/yr;TWh/yr;1
Useful Energy|Heat|Storage Consumption;Useful Energy|Heat|Storage Consumption;TWh/yr;TWh/yr;1
Useful Energy|Heat|Storage Losses;Useful Energy|Heat|Storage Losses;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity;Final Energy|Heat|Electricity;TWh/yr;TWh/yr;1
Final Energy|Heat|District Heating;Final Energy|Heat|District Heating;TWh/yr;TWh/yr;1
Final Energy|Heat|District Heating|CHP;Final Energy|Heat|District Heating|CHP;TWh/yr;TWh/yr;1
Final Energy|Heat|District Heating|Heat-only;Final Energy|Heat|District Heating|Heat-only;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|District Heating;Final Energy|Heat|Electricity|District Heating;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|District Heating|Heat Pump;Final Energy|Heat|Electricity|District Heating|Heat Pump;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|District Heating|Electric Boiler;Final Energy|Heat|Electricity|District Heating|Electric Boiler;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity;Final Energy|Heat|Electricity;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|Decentralized;Final Energy|Heat|Electricity|Decentralized;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|Decentralized|Heat Pump;Final Energy|Heat|Electricity|Decentralized|Heat Pump;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|Decentralized|Resisitive electric heater;Final Energy|Heat|Electricity|Decentralized|Resisitive electric heater;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|Decentralized|Conventional heater;Final Energy|Heat|Electricity|Decentralized|Conventional heater;TWh/yr;TWh/yr;1
Final Energy|Heat|Electricity|Decentralized|Conventional water heater;Final Energy|Heat|Electricity|Decentralized|Conventional water heater;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP;Useful Energy|Heat|District Heating|CHP;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Biomass;Useful Energy|Heat|District Heating|CHP|Biomass;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Coal;Useful Energy|Heat|District Heating|CHP|Coal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Gas CC;Useful Energy|Heat|District Heating|CHP|Gas CC;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Gas OC;Useful Energy|Heat|District Heating|CHP|Gas OC;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Gas;Useful Energy|Heat|District Heating|CHP|Gas;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Hard Coal;Useful Energy|Heat|District Heating|CHP|Hard Coal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Lignite;Useful Energy|Heat|District Heating|CHP|Lignite;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Oil;Useful Energy|Heat|District Heating|CHP|Oil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Other;Useful Energy|Heat|District Heating|CHP|Other;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Other Fossil;Useful Energy|Heat|District Heating|CHP|Other Fossil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Fossil;Useful Energy|Heat|District Heating|CHP|Fossil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Renewable;Useful Energy|Heat|District Heating|CHP|Renewable;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|CHP|Non-renewable;Useful Energy|Heat|District Heating|CHP|Non-renewable;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only;Useful Energy|Heat|District Heating|Heat-only;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Biomass;Useful Energy|Heat|District Heating|Heat-only|Biomass;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Coal;Useful Energy|Heat|District Heating|Heat-only|Coal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Hard Coal;Useful Energy|Heat|District Heating|Heat-only|Hard Coal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Lignite;Useful Energy|Heat|District Heating|Heat-only|Lignite;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Oil;Useful Energy|Heat|District Heating|Heat-only|Oil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Gas;Useful Energy|Heat|District Heating|Heat-only|Gas;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Other;Useful Energy|Heat|District Heating|Heat-only|Other;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Waste;Useful Energy|Heat|District Heating|Heat-only|Waste;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Other Fossil;Useful Energy|Heat|District Heating|Heat-only|Other Fossil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Electricity;Useful Energy|Heat|District Heating|Heat-only|Electricity;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Electricity|Heat Pump;Useful Energy|Heat|District Heating|Heat-only|Electricity|Heat Pump;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Electricity|Electric Boiler;Useful Energy|Heat|District Heating|Heat-only|Electricity|Electric Boiler;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Solar;Useful Energy|Heat|District Heating|Heat-only|Solar;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Geothermal;Useful Energy|Heat|District Heating|Heat-only|Geothermal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Fossil;Useful Energy|Heat|District Heating|Heat-only|Fossil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Renewable;Useful Energy|Heat|District Heating|Heat-only|Renewable;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Heat-only|Non-renewable;Useful Energy|Heat|District Heating|Heat-only|Non-renewable;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating;Useful Energy|Heat|District Heating;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Biomass;Useful Energy|Heat|District Heating|Biomass;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Coal;Useful Energy|Heat|District Heating|Coal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Gas;Useful Energy|Heat|District Heating|Gas;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Hard Coal;Useful Energy|Heat|District Heating|Hard Coal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Lignite;Useful Energy|Heat|District Heating|Lignite;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Oil;Useful Energy|Heat|District Heating|Oil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Other;Useful Energy|Heat|District Heating|Other;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Fossil;Useful Energy|Heat|District Heating|Fossil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Renewable;Useful Energy|Heat|District Heating|Renewable;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Non-renewable;Useful Energy|Heat|District Heating|Non-renewable;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Waste;Useful Energy|Heat|District Heating|Waste;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Solar;Useful Energy|Heat|District Heating|Solar;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Geothermal;Useful Energy|Heat|District Heating|Geothermal;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Other Fossil;Useful Energy|Heat|District Heating|Other Fossil;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Electricity;Useful Energy|Heat|District Heating|Electricity;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Electricity|Heat Pump;Useful Energy|Heat|District Heating|Electricity|Heat Pump;TWh/yr;TWh/yr;1
Useful Energy|Heat|District Heating|Electricity|Electric Boiler;Useful Energy|Heat|District Heating|Electricity|Electric Boiler;TWh/yr;TWh/yr;1
Useful Energy|Heat|Electricity;Useful Energy|Heat|Electricity;TWh/yr;TWh/yr;1
Useful Energy|Heat|Electricity|Decentralized;Useful Energy|Heat|Electricity|Decentralized;TWh/yr;TWh/yr;1
Useful Energy|Heat|Electricity|Decentralized|Heat Pump;Useful Energy|Heat|Electricity|Decentralized|Heat Pump;TWh/yr;TWh/yr;1
Useful Energy|Heat|Electricity|Decentralized|Resistive electric heater;Useful Energy|Heat|Electricity|Decentralized|Resistive electric heater;TWh/yr;TWh/yr;1
Useful Energy|Heat|Electricity|Decentralized|Conventional heater;Useful Energy|Heat|Electricity|Decentralized|Conventional heater;TWh/yr;TWh/yr;1
Useful Energy|Heat|Electricity|Decentralized|Conventional water heater;Useful Energy|Heat|Electricity|Decentralized|Conventional water heater;TWh/yr;TWh/yr;1
Capacity|Heat|District Heating|Heat-only;Capacity|Heat|District Heating|Heat-only;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Biomass;Capacity|Heat|District Heating|Heat-only|Biomass;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Coal;Capacity|Heat|District Heating|Heat-only|Coal;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Hard Coal;Capacity|Heat|District Heating|Heat-only|Hard Coal;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Lignite;Capacity|Heat|District Heating|Heat-only|Lignite;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Oil;Capacity|Heat|District Heating|Heat-only|Oil;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Gas;Capacity|Heat|District Heating|Heat-only|Gas;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Other;Capacity|Heat|District Heating|Heat-only|Other;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Waste;Capacity|Heat|District Heating|Heat-only|Waste;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Other Fossil;Capacity|Heat|District Heating|Heat-only|Other Fossil;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Electricity;Capacity|Heat|District Heating|Heat-only|Electricity;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Electricity|Heat Pump;Capacity|Heat|District Heating|Heat-only|Electricity|Heat Pump;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Electricity|Electric Boiler;Capacity|Heat|District Heating|Heat-only|Electricity|Electric Boiler;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Solar;Capacity|Heat|District Heating|Heat-only|Solar;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Geothermal;Capacity|Heat|District Heating|Heat-only|Geothermal;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Fossil;Capacity|Heat|District Heating|Heat-only|Fossil;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Renewable;Capacity|Heat|District Heating|Heat-only|Renewable;GW;GW;1
Capacity|Heat|District Heating|Heat-only|Non-renewable;Capacity|Heat|District Heating|Heat-only|Non-renewable;GW;GW;1
Capacity|Heat|District Heating;Capacity|Heat|District Heating;GW;GW;1
Capacity|Heat|District Heating|Biomass;Capacity|Heat|District Heating|Biomass;GW;GW;1
Capacity|Heat|District Heating|Coal;Capacity|Heat|District Heating|Coal;GW;GW;1
Capacity|Heat|District Heating|Gas;Capacity|Heat|District Heating|Gas;GW;GW;1
Capacity|Heat|District Heating|Hard Coal;Capacity|Heat|District Heating|Hard Coal;GW;GW;1
Capacity|Heat|District Heating|Lignite;Capacity|Heat|District Heating|Lignite;GW;GW;1
Capacity|Heat|District Heating|Oil;Capacity|Heat|District Heating|Oil;GW;GW;1
Capacity|Heat|District Heating|Other;Capacity|Heat|District Heating|Other;GW;GW;1
Capacity|Heat|District Heating|Fossil;Capacity|Heat|District Heating|Fossil;GW;GW;1
Capacity|Heat|District Heating|Renewable;Capacity|Heat|District Heating|Renewable;GW;GW;1
Capacity|Heat|District Heating|Non-renewable;Capacity|Heat|District Heating|Non-renewable;GW;GW;1
Capacity|Heat|District Heating|Waste;Capacity|Heat|District Heating|Waste;GW;GW;1
Capacity|Heat|District Heating|Solar;Capacity|Heat|District Heating|Solar;GW;GW;1
Capacity|Heat|District Heating|Geothermal;Capacity|Heat|District Heating|Geothermal;GW;GW;1
Capacity|Heat|District Heating|Other Fossil;Capacity|Heat|District Heating|Other Fossil;GW;GW;1
Capacity|Heat|District Heating|Electricity;Capacity|Heat|District Heating|Electricity;GW;GW;1
Capacity|Heat|District Heating|Electricity|Heat Pump;Capacity|Heat|District Heating|Electricity|Heat Pump;GW;GW;1
Capacity|Heat|District Heating|Electricity|Electric Boiler;Capacity|Heat|District Heating|Electricity|Electric Boiler;GW;GW;1
Capacity|Heat|Decentralized;Capacity|Heat|Decentralized;GW;GW;1
Capacity|Heat|Decentralized|Heat Pump;Capacity|Heat|Decentralized|Heat Pump;GW;GW;1
Capacity|Heat|Decentralized|Resistive electric heater;Capacity|Heat|Decentralized|Resistive electric heater;GW;GW;1
Capacity|Heat|Decentralized|Conventional heater;Capacity|Heat|Decentralized|Conventional heater;GW;GW;1
Capacity|Heat|Decentralized|Conventional water heater;Capacity|Heat|Decentralized|Conventional water heater;GW;GW;1
Useful Energy|Waste heat;Useful Energy|Waste heat;TWh/yr;TWh/yr;1
Useful Energy Available for Final Consumption|Heat|ETS;Useful Energy Available for Final Consumption|Heat|ETS;TWh/yr;TWh/yr;1
Useful Energy Available for Final Consumption|Heat|non-ETS;Useful Energy Available for Final Consumption|Heat|non-ETS;TWh/yr;TWh/yr;1
Useful Energy Available for Final Consumption|Heat;Useful Energy Available for Final Consumption|Heat;TWh/yr;TWh/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Coal;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Hard Coal;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Hard Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Lignite;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Lignite;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Oil;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Oil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Gas;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Gas;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Gas CC;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Gas CC;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Gas OC;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Gas OC;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Other;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Other;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Other Fossil;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Other Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Fossil;Emissions|CO2|Energy|Supply|Heat|District Heating|CHP|Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Coal;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Hard Coal;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Hard Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Lignite;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Lignite;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Oil;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Oil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Gas;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Gas;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Other;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Other;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Waste;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Waste;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Other Fossil;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Other Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Fossil;Emissions|CO2|Energy|Supply|Heat|District Heating|Heat-only|Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating;Emissions|CO2|Energy|Supply|Heat|District Heating;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Coal;Emissions|CO2|Energy|Supply|Heat|District Heating|Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Hard Coal;Emissions|CO2|Energy|Supply|Heat|District Heating|Hard Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Lignite;Emissions|CO2|Energy|Supply|Heat|District Heating|Lignite;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Oil;Emissions|CO2|Energy|Supply|Heat|District Heating|Oil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Gas;Emissions|CO2|Energy|Supply|Heat|District Heating|Gas;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Other;Emissions|CO2|Energy|Supply|Heat|District Heating|Other;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Waste;Emissions|CO2|Energy|Supply|Heat|District Heating|Waste;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Other Fossil;Emissions|CO2|Energy|Supply|Heat|District Heating|Other Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heat|District Heating|Fossil;Emissions|CO2|Energy|Supply|Heat|District Heating|Fossil;Mt CO2/yr;Mt CO2/yr;1
